esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1003837,1.57E+12,35.9,329.3,-22.5,3.339,3.269,34.8,31.5,6.71,70.94
1003838,1.57E+12,60.2,331.5,-22.5,3.358,3.286,36.9,33.1,3.22,62.69
1003839,1.55E+12,53.5,354.0,-22.5,3.588,3.518,34.2,30.5,5.92,88.75
1003841,1.56E+12,26.1,339.0,-22.5,3.430,3.362,32.1,29.0,2.85,99.24
1003844,1.57E+12,16.9,346.3,-22.5,3.511,3.437,37.0,35.3,6.81,79.57
1003845,1.56E+12,26.6,327.3,-22.5,3.305,3.251,36.3,32.6,6.63,82.44
1003846,1.57E+12,54.8,334.3,-22.5,3.388,3.316,35.3,33.0,1.95,106.52
1003847,1.57E+12,66.0,347.5,-54.7,3.522,3.454,37.0,33.3,0.79,70.33
1003850,1.57E+12,71.6,333.0,-22.5,3.371,3.301,33.0,31.2,5.46,76.76
1003853,1.56E+12,66.5,331.3,-22.5,3.346,3.286,37.0,33.3,7.97,117.95
1003855,1.57E+12,56.5,329.4,-22.5,3.328,3.264,33.0,30.5,21.54,106.27
1003856,1.57E+12,26.5,328.8,-22.5,3.335,3.263,36.0,32.5,9.82,68.47
1003858,1.57E+12,37.8,326.0,-22.5,3.303,3.236,34.2,31.8,3.04,104.39
1003859,1.56E+12,51.9,331.1,-22.5,3.346,3.288,37.0,35.7,4.50,95.66
1003860,1.56E+12,75.3,333.4,-22.5,3.377,3.312,36.4,34.1,4.04,71.82
1003863,1.56E+12,23.5,350.2,-22.5,3.534,3.475,33.0,30.1,6.84,83.99
1003868,1.55E+12,40.5,325.9,-22.5,3.294,3.239,37.0,35.6,8.48,116.87
1003870,1.55E+12,55.8,332.8,-29.0,3.377,3.306,33.0,31.7,1.60,112.55
1003871,1.55E+12,45.4,330.8,-22.5,3.346,3.280,34.8,31.2,8.96,110.87
1003872,1.57E+12,67.5,343.6,-30.6,3.468,3.409,37.0,34.0,6.69,78.93
1003873,1.56E+12,32.8,323.7,-49.5,3.268,3.209,37.0,34.5,2.58,104.89
1003877,1.56E+12,34.3,330.2,-22.5,3.338,3.278,36.2,32.7,6.62,73.13
1003878,1.57E+12,41.3,327.7,-22.5,3.314,3.256,37.0,34.8,7.56,76.43
1003880,1.56E+12,68.3,331.7,-22.5,3.360,3.296,33.3,29.7,6.51,86.38
1003881,1.57E+12,48.4,327.7,-22.5,3.308,3.252,35.9,33.1,8.16,117.48
1003885,1.55E+12,46.3,327.9,-22.5,3.314,3.250,37.0,35.4,21.49,60.82
1003887,1.56E+12,70.6,349.7,-22.5,3.534,3.468,37.0,35.1,10.56,101.84
1003888,1.56E+12,45.9,348.2,-22.5,3.517,3.457,33.0,31.6,25.88,95.12
1003893,1.57E+12,70.1,340.1,-22.5,3.444,3.375,37.0,35.7,4.02,114.79
1003894,1.57E+12,61.4,331.6,-22.5,3.363,3.296,34.0,31.1,10.44,63.29
1003901,1.57E+12,56.1,354.2,-22.5,3.577,3.522,36.0,33.9,2.08,91.43
1003902,1.56E+12,29.0,340.0,-22.5,3.436,3.370,34.0,30.6,10.25,95.72
1003903,1.57E+12,27.5,354.8,-22.5,3.581,3.527,34.4,32.3,18.14,86.72
1003904,1.56E+12,53.3,330.3,-22.5,3.352,3.275,32.5,29.8,5.23,86.17
1003906,1.57E+12,23.0,355.6,-22.5,3.596,3.527,37.0,33.3,7.15,118.24
1003908,1.57E+12,62.5,330.7,-22.5,3.341,3.285,36.0,34.8,24.77,105.79
1003913,1.57E+12,37.1,339.5,-22.5,3.427,3.367,36.5,34.7,1.60,66.80
1003914,1.55E+12,63.9,350.4,-22.5,3.541,3.483,34.8,32.1,13.00,113.80
1003915,1.56E+12,26.1,338.3,-22.5,3.426,3.362,36.0,34.6,4.15,98.00
1003916,1.56E+12,22.5,348.5,-22.5,3.533,3.461,36.3,34.6,23.59,60.70
1003918,1.56E+12,17.0,334.3,-22.5,3.392,3.320,37.0,34.6,0.67,100.04
1003919,1.55E+12,44.3,352.8,-22.5,3.565,3.506,36.0,33.5,8.15,65.44
1003920,1.57E+12,20.4,325.5,-22.5,3.293,3.229,33.0,30.5,0.77,66.71
1003921,1.57E+12,66.2,334.2,-22.5,3.376,3.321,35.9,33.0,7.23,106.98
1003923,1.56E+12,57.0,325.8,-22.5,3.293,3.230,33.8,30.0,25.77,118.94
1003925,1.57E+12,54.9,354.7,-22.5,3.594,3.526,33.2,32.1,6.09,108.84
1003927,1.57E+12,69.6,347.2,-22.5,3.508,3.444,33.0,30.7,6.13,71.09
1003928,1.56E+12,25.7,334.0,-22.5,3.371,3.310,33.8,30.3,8.18,85.99
1003930,1.55E+12,59.8,347.7,-48.0,3.509,3.448,33.0,31.6,7.78,100.52
1003932,1.57E+12,50.5,326.0,-22.5,3.301,3.233,36.3,33.6,4.98,83.39
1003935,1.57E+12,69.0,354.9,-22.5,3.596,3.525,37.0,33.2,10.55,98.62
1003936,1.56E+12,18.4,333.9,-22.5,3.386,3.310,36.0,34.8,0.82,71.88
1003937,1.56E+12,50.1,351.5,-22.5,3.550,3.492,35.0,33.1,4.94,98.77
1003938,1.57E+12,64.1,327.9,-22.5,3.326,3.251,34.7,31.8,6.35,107.38
1003939,1.57E+12,21.6,343.0,-22.5,3.472,3.404,33.8,30.9,8.70,63.09
1003940,1.55E+12,20.5,335.4,-22.5,3.403,3.330,37.0,35.8,11.24,119.19
1003942,1.56E+12,40.6,329.1,-22.5,3.330,3.262,36.4,35.4,3.20,79.31
1003943,1.57E+12,57.2,351.5,-22.5,3.547,3.488,33.0,29.4,7.83,119.73
1003944,1.57E+12,58.8,327.7,-22.5,3.318,3.251,32.1,29.7,9.26,98.82
1003945,1.55E+12,75.2,346.4,-22.5,3.506,3.436,37.0,33.8,22.28,105.10
1003946,1.55E+12,22.0,340.0,-22.5,3.437,3.377,33.0,30.4,24.66,110.62
1003947,1.57E+12,17.7,333.2,-22.5,3.370,3.308,36.1,33.2,3.55,90.61
1003948,1.57E+12,65.3,356.6,-22.5,3.610,3.536,34.3,31.7,3.33,115.61
1003949,1.55E+12,18.5,341.3,-22.5,3.460,3.385,33.0,29.2,3.49,79.49
1003950,1.55E+12,21.5,330.5,-22.5,3.349,3.279,33.0,30.0,5.63,100.92
1003956,1.55E+12,38.0,327.3,-22.5,3.306,3.252,33.0,29.0,4.23,95.59
1003959,1.56E+12,53.2,329.2,-22.5,3.325,3.269,33.0,29.5,0.89,74.86
1003960,1.56E+12,53.9,326.9,-22.5,3.311,3.242,36.0,33.7,23.52,113.76
1003961,1.56E+12,59.3,325.7,-22.5,3.307,3.230,37.0,34.8,5.37,72.09
1003964,1.57E+12,25.8,328.4,-22.5,3.333,3.257,37.0,35.2,24.44,116.35
1003965,1.56E+12,16.0,326.3,-22.5,3.295,3.236,33.0,29.1,4.42,80.34
1003969,1.57E+12,28.5,333.9,-22.5,3.379,3.309,33.0,29.5,9.11,96.68
1003970,1.57E+12,24.4,328.4,-22.5,3.323,3.262,33.0,31.6,5.50,113.80
1003971,1.56E+12,63.6,354.2,-65.3,3.584,3.517,36.6,34.4,3.64,61.29
1003973,1.55E+12,72.5,325.6,-22.5,3.287,3.231,33.0,30.4,5.09,69.13
1003975,1.57E+12,71.0,328.3,-22.5,3.315,3.254,36.0,34.3,3.34,96.67
1003976,1.55E+12,73.3,348.6,-22.5,3.530,3.463,36.0,33.9,4.22,94.43
1003980,1.55E+12,70.6,332.4,-66.9,3.366,3.298,36.0,34.3,8.19,97.54
1003982,1.57E+12,28.0,328.3,-41.6,3.319,3.258,36.0,34.5,9.99,111.04
1003987,1.55E+12,68.9,349.8,-22.5,3.529,3.474,33.0,30.8,21.76,103.93
1003988,1.56E+12,31.5,329.9,-22.5,3.333,3.272,36.0,34.3,8.96,69.90
1003991,1.55E+12,41.6,356.4,-22.5,3.599,3.541,34.7,32.8,7.55,60.69
1003992,1.55E+12,65.2,331.0,-22.5,3.347,3.289,33.0,31.7,3.83,79.99
1003995,1.55E+12,55.1,324.1,-22.5,3.272,3.219,36.3,32.6,0.45,95.54
1003996,1.56E+12,56.1,333.1,-22.5,3.365,3.307,32.6,29.7,4.06,106.53
1004000,1.56E+12,74.0,323.9,-22.5,3.285,3.213,37.0,34.8,4.34,72.09
1004002,1.56E+12,57.5,331.2,-22.5,3.358,3.283,37.0,33.3,4.25,78.28
1004005,1.57E+12,37.8,325.4,-22.5,3.286,3.230,37.0,35.5,22.23,115.97
1004006,1.56E+12,55.0,358.5,-22.5,3.631,3.559,33.0,30.7,0.08,64.60
1004007,1.55E+12,31.3,328.6,-22.5,3.334,3.265,34.8,31.4,5.63,99.06
1004008,1.55E+12,22.6,329.1,-22.5,3.332,3.270,37.0,34.6,2.25,61.71
1004009,1.55E+12,19.3,327.7,-22.5,3.311,3.253,37.0,33.1,7.66,103.64
1004011,1.57E+12,47.5,329.0,-22.5,3.326,3.263,33.0,30.1,1.53,80.78
1004012,1.55E+12,28.3,326.3,-22.5,3.295,3.242,37.0,34.6,4.73,67.82
1004017,1.55E+12,61.4,330.2,-22.5,3.335,3.278,36.9,33.2,4.59,111.00
1004019,1.56E+12,21.3,344.4,-22.5,3.482,3.415,33.0,30.8,6.41,118.99
1004021,1.56E+12,43.2,329.7,-22.5,3.335,3.268,34.3,32.8,1.99,85.03
1004023,1.56E+12,68.2,326.3,-22.5,3.302,3.237,33.0,31.4,2.33,106.85
1004024,1.56E+12,65.6,352.8,-22.5,3.570,3.506,36.0,33.9,0.88,99.56
1004025,1.57E+12,22.4,327.4,-22.5,3.306,3.248,34.9,32.2,8.40,73.08
1004028,1.55E+12,55.2,331.4,-22.5,3.354,3.290,35.1,32.5,6.00,74.22
1004029,1.57E+12,60.8,333.3,-22.5,3.376,3.310,37.0,35.5,8.21,79.12
1004035,1.56E+12,50.0,325.6,-22.5,3.293,3.233,36.0,32.7,10.67,105.95
1004036,1.56E+12,24.8,329.8,-22.5,3.343,3.276,33.7,31.1,3.62,65.99
1004042,1.56E+12,72.3,328.0,-22.5,3.322,3.257,37.0,34.8,21.41,96.46
1004043,1.56E+12,18.4,346.3,-22.5,3.496,3.441,32.7,29.7,6.01,119.80
1004045,1.56E+12,28.5,336.1,-22.5,3.405,3.338,36.0,32.2,9.72,63.61
1004047,1.55E+12,28.7,352.1,-22.5,3.565,3.500,37.0,34.5,6.56,62.55
1004049,1.57E+12,21.1,338.6,-22.5,3.419,3.358,34.4,31.6,7.02,66.07
1004051,1.55E+12,60.2,341.3,-22.5,3.446,3.385,35.9,33.2,6.53,80.02
1004055,1.56E+12,44.1,351.8,-40.1,3.552,3.495,36.4,34.2,10.35,76.31
1004056,1.56E+12,30.9,333.9,-22.5,3.387,3.317,34.0,32.6,0.81,119.40
1004061,1.55E+12,59.6,334.2,-22.5,3.387,3.321,35.5,32.5,7.97,90.53
1004064,1.56E+12,21.7,334.5,-22.5,3.377,3.316,34.6,31.5,2.92,104.47
1004068,1.55E+12,52.8,328.2,-22.5,3.314,3.258,36.0,32.9,13.54,80.80
1004069,1.56E+12,29.5,345.8,-22.5,3.499,3.429,34.6,33.2,3.71,117.87
1004076,1.55E+12,22.2,346.8,-22.5,3.518,3.446,35.6,34.3,2.78,101.66
1004083,1.57E+12,73.6,331.8,-22.5,3.366,3.292,36.3,35.0,2.33,79.71
1004087,1.57E+12,49.5,358.1,-22.5,3.613,3.558,33.1,29.9,5.71,103.85
1004089,1.56E+12,27.7,329.6,-22.5,3.339,3.267,36.3,34.7,3.40,66.15
1004091,1.56E+12,59.9,329.3,-22.5,3.335,3.270,33.0,30.2,1.65,69.00
1004093,1.56E+12,41.5,335.5,-22.5,3.391,3.328,33.2,30.4,6.11,83.41
1004095,1.55E+12,70.2,340.6,-22.5,3.450,3.384,37.0,33.4,1.29,93.71
1004100,1.55E+12,74.2,347.3,-22.5,3.510,3.444,33.0,30.1,10.08,107.84
1004101,1.56E+12,54.2,332.4,-22.5,3.366,3.301,33.0,29.2,9.58,69.10
1004102,1.57E+12,40.6,349.0,-22.5,3.524,3.465,37.0,33.6,13.32,61.63
1004103,1.56E+12,42.5,343.1,-22.5,3.476,3.404,36.0,34.1,6.32,102.84
1004106,1.55E+12,75.5,348.2,-22.5,3.525,3.460,34.4,33.3,6.27,71.47
1004107,1.56E+12,52.3,337.9,-22.5,3.425,3.355,34.4,32.0,0.24,119.20
1004108,1.55E+12,18.7,329.3,-22.5,3.331,3.265,37.0,35.5,3.84,84.12
1004111,1.57E+12,66.7,332.1,-72.0,3.354,3.293,37.0,34.5,0.74,101.26
1004114,1.56E+12,59.7,337.4,-22.5,3.404,3.345,37.0,34.7,5.05,63.42
1004119,1.56E+12,56.4,331.6,-22.5,3.365,3.287,34.9,33.8,24.60,92.96
1004124,1.55E+12,35.0,330.5,-22.5,3.348,3.281,33.1,30.6,0.41,67.12
1004125,1.56E+12,20.3,331.0,-22.5,3.342,3.281,36.0,34.6,5.80,108.25
1004129,1.55E+12,23.7,351.5,-22.5,3.561,3.486,32.4,30.6,7.24,103.38
1004131,1.57E+12,68.4,356.2,-22.5,3.608,3.540,34.3,31.8,4.22,99.00
1004132,1.57E+12,30.3,345.8,-22.5,3.502,3.435,37.0,34.6,6.81,85.59
1004133,1.57E+12,35.0,327.8,-65.7,3.320,3.254,37.0,35.0,2.92,69.41
1004135,1.57E+12,35.5,332.8,-22.5,3.364,3.308,35.6,34.4,4.30,71.23
1004137,1.55E+12,33.4,335.8,-22.5,3.399,3.334,34.6,31.0,11.43,111.83
1004138,1.55E+12,50.0,331.8,-22.5,3.352,3.297,37.0,34.1,5.55,70.44
1004140,1.56E+12,28.4,333.8,-55.9,3.368,3.317,35.4,32.0,4.91,97.86
1004142,1.55E+12,21.0,331.8,-22.5,3.350,3.293,37.0,33.4,7.23,65.33
1004144,1.57E+12,60.4,350.9,-22.5,3.540,3.485,37.0,33.2,0.55,90.40
1004145,1.55E+12,58.5,350.2,-22.5,3.537,3.473,33.0,31.6,23.82,107.21
1004146,1.57E+12,27.5,329.8,-22.5,3.342,3.277,36.0,33.2,4.98,71.40
1004150,1.57E+12,29.0,330.9,-22.5,3.354,3.283,36.5,34.2,3.15,104.45
1004151,1.56E+12,39.9,329.0,-22.5,3.339,3.267,33.0,31.8,4.97,75.89
1004155,1.57E+12,49.2,333.0,-43.3,3.371,3.305,33.0,29.7,4.41,79.76
1004156,1.57E+12,37.2,324.4,-22.5,3.290,3.215,33.0,32.0,2.96,73.13
1004157,1.55E+12,55.6,353.3,-22.5,3.571,3.505,37.0,35.9,23.44,116.47
1004159,1.57E+12,24.3,328.3,-22.5,3.316,3.256,37.0,33.1,8.97,116.29
1004160,1.55E+12,57.6,343.9,-22.5,3.471,3.417,37.0,35.6,1.52,71.59
1004161,1.55E+12,62.2,332.3,-22.5,3.371,3.298,37.0,35.6,5.12,63.37
1004162,1.56E+12,31.7,347.2,-22.5,3.506,3.447,33.0,31.2,8.09,103.72
1004163,1.55E+12,43.7,348.6,-22.5,3.526,3.457,35.4,33.4,10.52,76.98
1004165,1.57E+12,27.1,333.5,-22.5,3.371,3.314,33.0,30.4,5.59,85.78
1004166,1.56E+12,57.6,336.1,-22.5,3.401,3.340,37.0,33.8,5.92,92.67
1004169,1.55E+12,58.0,353.9,-22.5,3.570,3.513,34.3,30.9,0.71,85.55
1004170,1.55E+12,53.8,347.5,-22.5,3.524,3.449,34.5,33.4,8.18,101.18
1004171,1.57E+12,41.9,328.1,-50.6,3.328,3.253,37.0,35.3,4.14,95.95
1004174,1.57E+12,66.3,326.1,-22.5,3.300,3.234,34.5,30.6,11.05,94.68
1004175,1.55E+12,33.1,349.5,-22.5,3.527,3.470,37.0,34.3,0.43,101.36
1004176,1.56E+12,32.2,333.8,-22.5,3.379,3.310,37.0,34.0,1.72,111.58
1004177,1.55E+12,50.6,327.7,-22.5,3.307,3.256,33.0,31.3,3.96,74.28
1004178,1.57E+12,62.9,329.1,-22.5,3.323,3.265,33.0,29.8,2.32,81.95
1004179,1.56E+12,16.4,330.2,-22.5,3.347,3.275,33.0,31.1,25.05,61.70
1004180,1.55E+12,69.6,325.3,-22.5,3.303,3.231,37.0,33.2,3.76,75.66
1004182,1.55E+12,26.8,336.7,-66.4,3.403,3.343,37.0,34.2,5.85,77.77
1004183,1.57E+12,73.4,354.5,-22.5,3.593,3.515,32.0,30.3,4.44,108.77
1004190,1.55E+12,32.9,354.6,-22.5,3.587,3.519,33.0,31.1,23.41,76.20
1004191,1.57E+12,27.1,331.1,-22.5,3.360,3.288,36.0,33.3,1.40,68.42
1004194,1.55E+12,59.6,353.3,-22.5,3.566,3.503,36.1,32.9,5.01,75.79
1004196,1.57E+12,63.7,336.3,-22.5,3.396,3.337,37.0,33.8,11.63,83.33
1004197,1.56E+12,56.0,339.9,-22.5,3.437,3.374,36.5,34.4,4.67,115.69
1004198,1.57E+12,44.2,330.9,-22.5,3.340,3.287,37.0,34.2,8.63,104.84
1004202,1.56E+12,30.6,325.8,-22.5,3.302,3.234,33.0,30.6,1.70,82.43
1004204,1.56E+12,51.8,329.5,-22.5,3.327,3.269,33.0,31.7,3.20,78.40
1004206,1.57E+12,37.7,333.7,-22.5,3.381,3.311,36.7,35.6,6.93,112.84
1004209,1.57E+12,64.7,350.6,-22.5,3.541,3.479,34.1,32.9,6.95,112.18
1004210,1.56E+12,28.3,326.5,-22.5,3.308,3.238,33.0,30.3,10.75,90.55
1004212,1.57E+12,53.1,333.3,-22.5,3.372,3.312,36.1,35.1,5.03,104.42
1004213,1.56E+12,28.3,349.8,-22.5,3.538,3.469,33.8,31.7,7.75,110.34
1004218,1.55E+12,75.0,329.1,-22.5,3.337,3.270,37.0,33.4,2.10,80.10
1004221,1.56E+12,50.4,343.2,-22.5,3.462,3.405,36.3,32.3,8.24,82.78
1004225,1.55E+12,31.8,341.4,-22.5,3.447,3.389,36.0,33.4,9.10,100.37
1004226,1.56E+12,28.8,328.0,-22.5,3.311,3.251,37.0,33.3,0.23,103.59
1004229,1.57E+12,22.0,336.4,-22.5,3.400,3.344,32.7,29.7,2.63,89.70
1004231,1.55E+12,72.3,345.1,-22.5,3.490,3.429,36.9,35.8,5.00,61.86
1004232,1.55E+12,65.4,354.5,-22.5,3.583,3.519,33.8,30.0,7.07,92.85
1004234,1.56E+12,46.9,323.9,-22.5,3.281,3.212,36.2,34.4,6.17,81.71
1004235,1.56E+12,74.0,348.3,-22.5,3.532,3.457,37.0,35.1,13.58,73.68
1004236,1.55E+12,43.9,332.8,-22.5,3.359,3.305,35.0,33.7,7.17,115.87
1004238,1.57E+12,57.1,334.3,-22.5,3.374,3.317,37.0,33.3,9.08,113.26
1004240,1.55E+12,44.6,333.0,-39.4,3.360,3.309,33.5,31.6,7.89,106.40
1004242,1.55E+12,39.4,326.1,-22.5,3.305,3.231,36.0,34.2,5.29,63.84
1004244,1.57E+12,47.8,326.8,-22.5,3.304,3.247,35.9,33.2,6.60,61.96
1004245,1.56E+12,47.7,328.2,-22.5,3.319,3.253,33.0,31.9,2.71,102.46
1004246,1.56E+12,54.0,353.7,-22.5,3.585,3.513,37.0,34.7,24.71,114.47
1004247,1.57E+12,26.3,327.3,-22.5,3.304,3.252,33.0,30.2,6.37,119.29
1004251,1.56E+12,69.2,349.9,-22.5,3.535,3.477,37.0,34.5,24.28,112.07
1004252,1.57E+12,34.3,329.8,-22.5,3.335,3.277,33.0,29.2,2.96,117.21
1004253,1.57E+12,71.9,337.9,-22.5,3.417,3.355,37.0,33.4,2.81,104.81
1004256,1.56E+12,27.0,331.8,-22.5,3.350,3.291,35.1,32.5,3.10,103.32
1004257,1.56E+12,17.7,351.8,-22.5,3.560,3.496,37.0,33.1,2.57,65.55
1004258,1.57E+12,51.1,330.9,-22.5,3.347,3.285,37.0,35.0,22.25,101.42
1004260,1.56E+12,28.1,328.6,-22.5,3.325,3.256,35.5,32.7,7.62,102.69
1004263,1.55E+12,57.5,331.8,-22.5,3.349,3.293,37.0,33.1,7.99,105.57
1004264,1.56E+12,60.5,330.9,-22.5,3.345,3.284,35.0,33.5,5.17,88.78
1004266,1.55E+12,61.2,349.9,-22.5,3.546,3.475,37.0,34.9,1.65,88.52
1004267,1.55E+12,57.4,346.9,-22.5,3.516,3.441,36.0,33.1,5.60,80.86
1004272,1.56E+12,69.0,340.6,-22.5,3.448,3.381,33.2,30.3,5.79,119.67
1004273,1.55E+12,38.0,357.4,-22.5,3.606,3.551,33.0,30.8,2.88,109.09
1004274,1.55E+12,64.4,338.7,-22.5,3.428,3.360,35.3,31.4,4.66,83.64
1004275,1.56E+12,45.5,324.0,-22.5,3.290,3.211,33.0,29.2,8.02,112.11
1004276,1.57E+12,24.0,327.4,-22.5,3.305,3.254,33.0,31.2,2.41,70.07
1004278,1.55E+12,73.1,327.0,-22.5,3.312,3.246,35.1,31.5,5.32,60.70
1004279,1.55E+12,21.1,328.4,-22.5,3.317,3.263,37.0,34.6,10.43,87.03
1004283,1.56E+12,67.0,346.7,-22.5,3.506,3.438,34.0,30.0,7.57,109.60
1004284,1.56E+12,43.2,331.0,-22.5,3.353,3.287,33.0,29.8,4.28,105.12
1004286,1.56E+12,71.5,350.5,-22.5,3.549,3.482,37.0,35.9,5.88,77.12
1004288,1.56E+12,71.8,352.3,-22.5,3.563,3.501,37.0,35.8,4.03,97.19
1004289,1.57E+12,36.0,351.9,-31.0,3.551,3.497,36.0,34.2,0.58,96.55
1004292,1.56E+12,49.9,353.1,-22.5,3.563,3.511,33.9,31.3,9.81,80.41
1004294,1.56E+12,38.9,346.7,-22.5,3.513,3.439,33.0,30.8,1.76,86.28
1004295,1.56E+12,20.4,324.8,-22.5,3.288,3.219,33.0,31.5,1.02,101.81
1004299,1.55E+12,18.2,354.5,-22.5,3.590,3.519,37.0,35.1,1.41,111.90
1004301,1.55E+12,27.6,331.8,-22.5,3.354,3.292,32.1,28.6,4.73,104.46
1004302,1.55E+12,22.6,335.7,-22.5,3.388,3.329,35.4,31.9,4.47,86.32
1004305,1.57E+12,26.3,325.0,-22.5,3.283,3.229,35.1,31.7,21.41,100.27
1004309,1.57E+12,39.3,345.9,-22.5,3.500,3.431,36.2,32.5,25.74,109.20
1004310,1.56E+12,65.0,325.9,-22.5,3.290,3.237,34.6,33.6,10.29,80.30
1004311,1.56E+12,36.5,351.6,-22.5,3.552,3.488,35.9,34.9,3.12,105.65
1004314,1.57E+12,72.5,350.9,-22.5,3.548,3.488,37.0,34.1,8.07,118.48
1004319,1.56E+12,39.4,358.3,-22.5,3.621,3.561,37.0,35.7,4.00,78.15
1004320,1.56E+12,49.2,339.8,-22.5,3.445,3.378,34.5,33.4,6.53,65.65
1004324,1.56E+12,21.2,332.9,-22.5,3.372,3.301,37.0,35.7,3.32,103.86
1004325,1.55E+12,18.4,333.0,-22.5,3.366,3.308,34.6,33.4,1.98,109.18
1004328,1.56E+12,35.1,328.3,-22.5,3.327,3.258,33.0,29.1,4.78,94.05
1004330,1.55E+12,59.3,344.8,-22.5,3.497,3.421,33.7,30.8,8.91,103.46
1004332,1.56E+12,54.0,329.5,-22.5,3.326,3.273,37.0,34.7,6.52,99.89
1004333,1.55E+12,19.1,333.2,-22.5,3.373,3.303,37.0,35.5,2.39,103.45
1004334,1.55E+12,38.0,328.5,-22.5,3.317,3.256,36.0,33.1,3.15,93.83
1004338,1.56E+12,42.5,325.2,-22.5,3.298,3.224,33.0,29.5,8.46,64.20
1004339,1.56E+12,22.0,327.8,-22.5,3.323,3.256,35.2,31.3,9.20,105.33
1004341,1.55E+12,49.5,349.0,-22.5,3.529,3.467,35.9,33.5,0.30,64.98
1004346,1.55E+12,57.2,329.1,-22.5,3.323,3.267,37.0,34.2,5.39,107.70
1004349,1.55E+12,48.9,358.7,-22.5,3.621,3.559,34.9,33.2,5.31,113.51
1004351,1.57E+12,64.8,334.3,-22.5,3.378,3.319,36.0,33.9,6.38,94.40
1004353,1.57E+12,21.2,327.9,-22.5,3.314,3.252,33.0,30.2,11.20,107.71
1004356,1.57E+12,75.2,329.8,-22.5,3.344,3.274,35.5,31.8,6.17,60.37
1004358,1.56E+12,19.8,330.4,-22.5,3.354,3.274,35.0,33.9,6.77,81.87
1004359,1.55E+12,35.8,333.5,-22.5,3.371,3.312,36.4,32.5,6.52,93.84
1004361,1.57E+12,33.2,353.1,-22.5,3.574,3.503,33.0,31.7,5.00,69.48
1004363,1.57E+12,48.4,348.0,-22.5,3.524,3.451,36.0,32.1,8.51,87.60
1004366,1.57E+12,42.1,334.0,-22.5,3.377,3.317,33.0,29.7,4.92,87.53
1004368,1.57E+12,52.6,329.8,-22.5,3.342,3.270,33.0,29.7,5.39,87.78
1004369,1.56E+12,55.3,329.2,-22.5,3.332,3.267,37.0,35.1,2.92,75.05
1004370,1.57E+12,45.7,332.2,-22.5,3.357,3.301,37.0,34.6,6.01,93.99
1004372,1.55E+12,19.8,329.9,-22.5,3.332,3.271,36.0,34.8,23.03,63.53
1004373,1.57E+12,44.6,333.9,-22.5,3.373,3.315,35.1,31.2,22.71,80.22
1004376,1.56E+12,57.5,326.6,-22.5,3.298,3.242,37.0,35.6,4.18,72.71
1004377,1.56E+12,69.7,325.2,-22.5,3.300,3.225,34.4,30.6,7.18,75.89
1004378,1.57E+12,30.0,358.3,-22.5,3.628,3.555,36.0,33.3,4.46,115.48
1004382,1.56E+12,43.8,355.8,-22.5,3.606,3.534,33.0,31.9,22.65,96.43
1004383,1.56E+12,21.0,356.6,-22.5,3.607,3.545,32.6,31.0,18.60,65.25
1004385,1.55E+12,37.8,350.8,-22.5,3.553,3.478,35.8,34.4,9.09,97.87
1004386,1.55E+12,70.6,358.1,-22.5,3.621,3.557,37.0,33.1,21.71,103.04
1004392,1.56E+12,22.5,348.8,-22.5,3.529,3.467,33.5,31.1,6.93,80.84
1004393,1.55E+12,65.5,351.5,-22.5,3.548,3.491,37.0,35.4,3.74,63.10
1004397,1.57E+12,19.3,337.1,-22.5,3.401,3.350,34.6,33.4,2.56,95.88
1004400,1.56E+12,45.4,333.7,-45.3,3.368,3.313,37.0,35.2,11.03,103.02
1004401,1.57E+12,24.5,345.3,-22.5,3.489,3.425,36.0,32.3,5.63,102.23
1004402,1.56E+12,33.5,325.9,-22.5,3.291,3.236,33.0,31.9,12.65,65.09
1004403,1.57E+12,39.3,353.4,-22.5,3.584,3.514,33.0,30.9,3.66,101.65
1004410,1.57E+12,44.7,330.4,-22.5,3.340,3.276,33.0,29.2,5.30,84.94
1004411,1.55E+12,61.5,354.9,-22.5,3.585,3.524,33.1,31.9,8.55,102.46
1004413,1.56E+12,15.5,330.4,-22.5,3.349,3.284,37.0,35.9,9.24,101.36
1004417,1.57E+12,39.1,358.2,-22.5,3.622,3.560,37.0,33.9,8.07,72.01
1004426,1.57E+12,38.0,326.7,-22.5,3.302,3.240,37.0,35.1,8.98,78.31
1004427,1.56E+12,27.2,356.0,-22.5,3.605,3.540,37.0,35.7,24.15,91.21
1004428,1.55E+12,52.9,329.1,-22.5,3.340,3.271,36.0,34.1,0.63,95.86
1004429,1.56E+12,34.8,327.6,-22.5,3.318,3.251,37.0,35.4,25.93,80.56
1004430,1.55E+12,59.5,356.7,-22.5,3.614,3.546,34.6,32.0,23.22,111.83
1004431,1.55E+12,24.5,327.8,-22.5,3.319,3.251,37.0,34.1,6.48,85.94
1004435,1.55E+12,64.6,344.8,-22.5,3.479,3.420,37.0,34.6,6.93,82.80
1004439,1.57E+12,22.1,357.3,-22.5,3.615,3.547,37.0,33.8,7.52,70.36
1004441,1.56E+12,31.8,333.4,-22.5,3.369,3.305,33.6,31.2,3.48,63.59
